gm,TGvNyCXKNPFL,12,31,15161
gm,DPfxGQtIYSgGZdr,494,6,52199
gm,RnoSMnBrtekeB,732,5824,72195
gm,oxfCJIEzCrnWyWYZzZ,6,14,75593
gm,euQfAZXagwqISFGye,693,3325,61935
gm,JkJVEKcaATex,6992,47,11119
gm,sqyxnONOTGgok,9,5131,91543
gm,yguRKb,87,51,15178
gm,HWydCfoPHDXkO,53,7364,59121
gm,nvWHuQZITmY,8,8759,37389
gm,FtdDtXNGirrpIc,727,6,21243
gm,pzphIkuY,593,32,44972
gm,VZUKtQmK,64,9358,68488
gm,FmGmuwIgKA,9594,8,44116
gm,wquRbX,3,15,27279
gm,gQqkSC,4,5964,86791
gm,Lxczwja,74,77,23818
gm,lfkqqD,8,5,41459
gm,EPRDmObJj,951,3,43211
gm,rXnfKURxI,644,2969,76951
gm,UBfiigWoHmoHKpP,816,46,79819
gm,qTTtPJYIvaxvg,73,28,91763
gm,EevNjj,8,8,93232
gm,LmFkisSOPU,215,28,68588
gm,fCrhxpeAkyWcxTpC,63,86,42461
gm,ZOQODGXGkqI,3954,3,31621
gm,bowHYK,38,4447,43429
gm,VOfNvyJjYHZUYlhNkrh,17,42,13134
gm,eYFksVaOCC,5626,37,47483
gm,wqqEUWjhY,8828,229,75991
gm,eMHekGyfRrOsCDAZj,8547,87,46722
gm,pSwEjmS,6,549,69516
gm,skoFqGkwMVTPNngYb,71,951,94879
gm,joCGqPKlfslFx,42,71,87786
gm,RbRzmkiqiGrgZmDyAjat,6,76,32546
gm,kJWAwAZnXgjyJoNJLvE,26,23,98257
gm,BoFecxUXMCk,2,56,63975
gm,CblwdjeDmhcR,66,5858,26348
gm,nNFryxNc,931,793,79767
gm,jrEFbotXFSzRuyhXFrSb,4,1,37296
gm,zkOguHhen,51,783,74911
gm,OAZXODbKaPcZM,1647,1,55764
gm,ALfDLLzYjAnQXh,362,693,72321
gm,MxqLZTh,458,11,49911
gm,DwryKrq,2,3148,85862
gm,plFaqdjKsPaudgWFMS,7318,3,72431
gm,cefQMbxaZqNn,66,333,79188
gm,tWEcjVdiUtQAKTbaBrAV,218,88,51784
gm,IfiTY,316,8,15224
gm,oMqObbyzVvVX,4864,743,91236
gm,gDYFRsbgW,374,8425,53393
gm,RUdwmZanfKgV,148,2776,76186
gm,WOcCTS,4,35,17296
gm,MfduiyHfZDkRCENwaLJ,6581,911,69262
gm,tvIpedzbrg,347,627,19898
gm,qitpVsSEZpG,4,2,56182
gm,cJhnlQFbJHwqIDpqmoC,159,969,14899
gm,kHTRzPz,2436,875,21967
gm,EdXUjtELU,267,173,63865
gm,frxAhWdAcHBn,2161,2665,85566
gm,aaSaqwkoQFHbdM,99,9,25729
gm,jaTuxatN,9396,43,18539
gm,vOODPkDbmwDBy,14,1696,53717
gm,vYtixbceP,5,8,49851
gm,iFKaPEDlYRTY,4382,84,22486
gm,TGDgMkeBZCdOSvqCGVN,615,9663,87165
gm,zDiDLOoVxhOf,1,8,92993
gm,KlyDCuWyCsLiKzCVaaiA,689,6,49959
gm,TfpaHgViezMkqCgjl,1394,1813,22259
gm,hDwIbq,23,76,64535
gm,ttMXWW,1885,93,12926
gm,bTZwagPpgLMwggL,185,7854,65437
gm,dWgZE,65,27,73852
gm,emepCF,9976,2,25221
gm,pIlDpVRwsCBipctD,7,7891,88588
gm,xcqLHBmMGWXTludIXpBM,449,6218,35683
gm,CEGAFkAHiHsMuqFiS,44,6,78853
gm,dcChG,954,6,27119
gm,RKchSKVioMwKRzgd,93,2839,62819
gm,ZvxUKNOHhJpgJdOZHtQv,33,18,91586
gm,CCYhf,9978,5757,95119
gm,mApfHnE,4726,184,54918
gm,OYcIAcchz,1,88,23885
